dataset,filter,family,size,strategy,ef,pass,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,mean_ms,mean_dist_comps,mean_seed_dist_comps,mean_filter_checks,mean_nodes_popped,median_pop_idx_cand_full,median_pop_idx_results_full,mean_twohop_examined,mean_twohop_appended,mean_prefilter_skips,mean_secondorder_allocs,mean_reencountered_burned,strategy_used
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,acorn,128,3,1000,0.6956,0.1910,0.00407,7.208,9.871,11.410,7.190,3668.2,10.0,90614.9,133.7,6.0,6.0,0.0,0.0,0.0,0.0,0.00,acorn:999|rre:1
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,acorn,256,1,1000,0.7774,0.2910,0.00277,13.179,17.742,19.602,13.097,6645.4,10.0,157009.0,260.5,10.0,10.0,0.0,0.0,0.0,0.0,0.00,acorn:999|rre:1
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,acorn,256,2,1000,0.7774,0.2910,0.00277,13.017,17.416,18.606,12.807,6645.4,10.0,157009.0,260.5,10.0,10.0,0.0,0.0,0.0,0.0,0.00,acorn:999|rre:1
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,acorn,256,3,1000,0.7774,0.2910,0.00277,13.002,17.432,18.571,12.886,6645.4,10.0,157009.0,260.5,10.0,10.0,0.0,0.0,0.0,0.0,0.00,acorn:999|rre:1
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,acorn,512,1,1000,0.8355,0.3920,0.00200,24.380,32.307,36.087,24.057,11951.2,10.0,272193.5,515.9,19.0,18.0,0.0,0.0,0.0,0.0,0.00,acorn:999|rre:1
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,acorn,512,2,1000,0.8355,0.3920,0.00200,23.710,31.182,32.940,23.298,11951.2,10.0,272193.5,515.9,19.0,18.0,0.0,0.0,0.0,0.0,0.00,acorn:999|rre:1
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,acorn,512,3,1000,0.8355,0.3920,0.00200,23.997,32.191,36.800,23.956,11951.2,10.0,272193.5,515.9,19.0,18.0,0.0,0.0,0.0,0.0,0.00,acorn:999|rre:1
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,pathseer,64,1,1000,0.8105,0.2680,0.00138,5.537,25.163,42.123,7.919,9796.1,0.0,58518.6,3326.3,3.0,181.0,123.7,2.3,46516.1,1.9,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,pathseer,64,2,1000,0.8105,0.2680,0.00138,5.585,24.693,42.122,7.840,9796.1,0.0,58518.6,3326.3,3.0,181.0,123.7,2.3,46516.1,1.9,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,pathseer,64,3,1000,0.8105,0.2680,0.00138,5.700,25.098,41.991,7.927,9796.1,0.0,58518.6,3326.3,3.0,181.0,123.7,2.3,46516.1,1.9,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,pathseer,128,1,1000,0.8976,0.4860,0.00066,10.716,41.890,70.077,14.603,18070.5,0.0,100900.5,6275.8,4.0,378.0,224.2,4.1,78609.1,3.5,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,pathseer,128,2,1000,0.8976,0.4860,0.00066,10.778,42.207,68.160,14.568,18070.5,0.0,100900.5,6275.8,4.0,378.0,224.2,4.1,78609.1,3.5,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,pathseer,128,3,1000,0.8976,0.4860,0.00066,10.786,42.697,68.816,14.595,18070.5,0.0,100900.5,6275.8,4.0,378.0,224.2,4.1,78609.1,3.5,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,pathseer,256,1,1000,0.9514,0.6870,0.00027,20.966,70.003,118.591,26.841,32991.8,0.0,172363.1,11602.8,7.0,786.0,433.4,7.5,131514.5,6.8,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,pathseer,256,2,1000,0.9514,0.6870,0.00027,20.675,69.687,117.942,26.717,32991.8,0.0,172363.1,11602.8,7.0,786.0,433.4,7.5,131514.5,6.8,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,pathseer,256,3,1000,0.9514,0.6870,0.00027,20.893,70.031,114.942,26.806,32991.8,0.0,172363.1,11602.8,7.0,786.0,433.4,7.5,131514.5,6.8,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,pathseer,512,1,1000,0.9789,0.8380,0.00012,40.502,121.341,178.898,49.085,59940.3,0.0,293172.3,21325.1,15.0,1641.0,905.0,15.6,218644.1,14.1,0.00,pathseer:1000
wikidpr10m-rq1,conj_topical1m_a_idmid,conjunction,238360,pathseer,512,2,1000,0.9789,0.8380,0.00012,40.269,119.977,178.069,48.974,59940.3,0.0,293172.3,21325.1,15.0,1641.0,905.0,15.6,218644.1,14.1,0.00,pathseer:1000
