dataset,filter,family,size,strategy,ef,pass,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,mean_ms,mean_dist_comps,mean_seed_dist_comps,mean_filter_checks,mean_nodes_popped,median_pop_idx_cand_full,median_pop_idx_results_full,mean_twohop_examined,mean_twohop_appended,mean_prefilter_skips,mean_secondorder_allocs,mean_reencountered_burned,strategy_used
beir500k-f32,neg10_cat04,neg10,52652,pathseer-seeded,512,3,57,0.9982,0.9825,0.00002,22.666,31.741,32.471,22.737,22873.4,10.0,51874.6,10401.8,19.0,1878.0,1205.9,48.3,22871.6,18.8,767.09,pathseer:57
beir500k-f32,neg10_cat05,neg10,52680,pathseer-seeded,64,1,20,0.9750,0.8000,0.00037,3.959,13.639,15.574,5.532,4817.9,10.0,23453.8,2466.9,3.0,110.0,131.2,5.7,16964.3,2.0,318.90,pathseer:20
beir500k-f32,neg10_cat05,neg10,52680,pathseer-seeded,64,2,20,0.9750,0.8000,0.00037,4.004,13.984,15.682,5.705,4817.9,10.0,23453.8,2466.9,3.0,110.0,131.2,5.7,16964.3,2.0,318.90,pathseer:20
beir500k-f32,neg10_cat05,neg10,52680,pathseer-seeded,64,3,20,0.9750,0.8000,0.00037,4.014,13.545,15.724,5.539,4817.9,10.0,23453.8,2466.9,3.0,110.0,131.2,5.7,16964.3,2.0,318.90,pathseer:20
beir500k-f32,neg10_cat05,neg10,52680,pathseer-seeded,128,1,20,0.9900,0.9000,0.00006,7.404,23.980,24.775,9.713,8537.1,10.0,36338.2,4437.6,5.0,223.0,252.8,10.8,24733.6,4.0,598.55,pathseer:20
beir500k-f32,neg10_cat05,neg10,52680,pathseer-seeded,128,2,20,0.9900,0.9000,0.00006,7.621,24.084,25.159,9.781,8537.1,10.0,36338.2,4437.6,5.0,223.0,252.8,10.8,24733.6,4.0,598.55,pathseer:20
beir500k-f32,neg10_cat05,neg10,52680,pathseer-seeded,128,3,20,0.9900,0.9000,0.00006,7.448,24.105,25.165,9.851,8537.1,10.0,36338.2,4437.6,5.0,223.0,252.8,10.8,24733.6,4.0,598.55,pathseer:20
beir500k-f32,neg10_cat05,neg10,52680,pathseer-seeded,256,1,20,1.0000,1.0000,0.00000,13.573,35.978,36.919,16.649,14372.1,10.0,54278.9,7552.3,9.0,520.0,544.0,20.4,34619.7,8.5,1087.60,pathseer:20
beir500k-f32,neg10_cat05,neg10,52680,pathseer-seeded,256,2,20,1.0000,1.0000,0.00000,13.429,35.831,36.021,16.402,14372.1,10.0,54278.9,7552.3,9.0,520.0,544.0,20.4,34619.7,8.5,1087.60,pathseer:20
beir500k-f32,neg10_cat05,neg10,52680,pathseer-seeded,256,3,20,1.0000,1.0000,0.00000,13.283,36.497,36.536,16.540,14372.1,10.0,54278.9,7552.3,9.0,520.0,544.0,20.4,34619.7,8.5,1087.60,pathseer:20
beir500k-f32,neg10_cat05,neg10,52680,pathseer-seeded,512,1,20,1.0000,1.0000,0.00000,24.402,52.348,52.737,27.118,23536.8,10.0,79480.8,12351.8,19.0,1107.0,1206.4,55.9,47271.2,18.9,1829.50,pathseer:20
beir500k-f32,neg10_cat05,neg10,52680,pathseer-seeded,512,2,20,1.0000,1.0000,0.00000,24.497,52.641,52.820,26.798,23536.8,10.0,79480.8,12351.8,19.0,1107.0,1206.4,55.9,47271.2,18.9,1829.50,pathseer:20
beir500k-f32,neg10_cat05,neg10,52680,pathseer-seeded,512,3,20,1.0000,1.0000,0.00000,24.342,52.482,53.022,26.788,23536.8,10.0,79480.8,12351.8,19.0,1107.0,1206.4,55.9,47271.2,18.9,1829.50,pathseer:20
beir500k-f32,neg10_cat06,neg10,73753,pathseer-seeded,64,1,49,0.9510,0.6939,0.00077,4.205,11.416,16.881,5.281,5063.2,10.0,18257.0,2422.5,3.0,158.0,114.9,6.7,11760.0,1.8,162.35,pathseer:49
