filter,family,size,b1,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,allow_iter_p50_ms,stage1_p50_ms,stage2_p50_ms,stage3_p50_ms,stage1_mb_per_q,stage2_kb_per_q,stage3_kb_per_q
anticorr_q0041_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00003,332.434,332.434,332.434,62.751,229.672,1.950,38.061,604.25,512.0,2100.0
anticorr_q0041_tau0,anticorr,9900000,32768,1,0.1000,0.0000,0.00001,330.840,330.840,330.840,62.295,232.679,12.570,23.296,604.25,4096.0,2100.0
anticorr_q0041_tau0.01,anticorr,9900239,4096,1,0.9000,0.0000,0.00038,333.677,333.677,333.677,64.667,230.990,1.835,36.186,604.26,512.0,2100.0
anticorr_q0041_tau0.01,anticorr,9900239,32768,1,0.9000,0.0000,0.00038,318.346,318.346,318.346,63.282,231.070,11.923,12.072,604.26,4096.0,2100.0
anticorr_q0041_tau0.03,anticorr,9900507,4096,1,1.0000,1.0000,0.00000,315.087,315.087,315.087,61.816,229.337,1.640,22.293,604.28,512.0,2100.0
anticorr_q0041_tau0.03,anticorr,9900507,32768,1,1.0000,1.0000,0.00000,309.327,309.327,309.327,62.576,230.721,12.306,3.724,604.28,4096.0,2100.0
anticorr_q0059_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00004,333.002,333.002,333.002,63.306,227.911,1.888,39.897,604.25,512.0,2100.0
anticorr_q0059_tau0,anticorr,9900000,32768,1,0.1000,0.0000,0.00004,332.258,332.258,332.258,64.856,232.678,11.890,22.835,604.25,4096.0,2100.0
anticorr_q0059_tau0.01,anticorr,9899959,4096,1,0.8000,0.0000,0.00006,328.720,328.720,328.720,63.691,227.660,1.864,35.505,604.25,512.0,2100.0
anticorr_q0059_tau0.01,anticorr,9899959,32768,1,1.0000,1.0000,0.00000,323.861,323.861,323.861,62.736,234.323,11.969,14.832,604.25,4096.0,2100.0
anticorr_q0059_tau0.03,anticorr,9899896,4096,1,1.0000,1.0000,0.00000,323.827,323.827,323.827,62.851,227.528,1.805,31.644,604.24,512.0,2100.0
anticorr_q0059_tau0.03,anticorr,9899896,32768,1,1.0000,1.0000,0.00000,311.486,311.486,311.486,63.599,231.234,11.625,5.028,604.24,4096.0,2100.0
anticorr_q0064_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00003,329.088,329.088,329.088,63.522,229.242,1.922,34.402,604.25,512.0,2100.0
anticorr_q0064_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00003,335.293,335.293,335.293,61.875,232.885,12.302,28.230,604.25,4096.0,2100.0
anticorr_q0064_tau0.01,anticorr,9900317,4096,1,0.9000,0.0000,0.00074,333.010,333.010,333.010,62.078,229.903,1.913,39.115,604.27,512.0,2100.0
anticorr_q0064_tau0.01,anticorr,9900317,32768,1,1.0000,1.0000,0.00000,324.581,324.581,324.581,62.836,231.444,11.841,18.460,604.27,4096.0,2100.0
anticorr_q0064_tau0.03,anticorr,9899835,4096,1,1.0000,1.0000,0.00000,323.272,323.272,323.272,62.466,227.684,1.807,31.315,604.24,512.0,2100.0
anticorr_q0064_tau0.03,anticorr,9899835,32768,1,1.0000,1.0000,0.00000,315.264,315.264,315.264,62.602,235.546,12.041,5.076,604.24,4096.0,2100.0
anticorr_q0073_tau0,anticorr,9900001,4096,1,0.1000,0.0000,0.00002,325.529,325.529,325.529,62.461,227.692,1.889,33.488,604.25,512.0,2100.0
anticorr_q0073_tau0,anticorr,9900001,32768,1,0.0000,0.0000,0.00006,326.578,326.578,326.578,63.501,232.190,11.933,18.954,604.25,4096.0,2100.0
anticorr_q0073_tau0.01,anticorr,9899943,4096,1,0.9000,0.0000,0.00006,317.564,317.564,317.564,62.947,227.477,1.885,25.255,604.24,512.0,2100.0
anticorr_q0073_tau0.01,anticorr,9899943,32768,1,0.9000,0.0000,0.00006,320.052,320.052,320.052,62.686,232.413,11.796,13.157,604.24,4096.0,2100.0
anticorr_q0073_tau0.03,anticorr,9899919,4096,1,1.0000,1.0000,0.00000,314.646,314.646,314.646,62.969,231.109,1.794,18.773,604.24,512.0,2100.0
anticorr_q0073_tau0.03,anticorr,9899919,32768,1,1.0000,1.0000,0.00000,307.519,307.519,307.519,62.313,231.138,11.884,2.184,604.24,4096.0,2100.0
anticorr_q0077_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00005,327.348,327.348,327.348,61.688,229.157,2.052,34.451,604.25,512.0,2100.0
anticorr_q0077_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00002,334.404,334.404,334.404,62.789,231.017,11.979,28.619,604.25,4096.0,2100.0
anticorr_q0077_tau0.01,anticorr,9899838,4096,1,0.3000,0.0000,0.00548,323.211,323.211,323.211,62.094,227.477,1.917,31.722,604.24,512.0,2100.0
anticorr_q0077_tau0.01,anticorr,9899838,32768,1,0.7000,0.0000,0.00108,331.036,331.036,331.036,63.459,234.126,12.434,21.017,604.24,4096.0,2100.0
anticorr_q0077_tau0.03,anticorr,9900809,4096,1,1.0000,1.0000,0.00000,327.195,327.195,327.195,63.045,228.609,1.955,33.586,604.30,512.0,2100.0
anticorr_q0077_tau0.03,anticorr,9900809,32768,1,1.0000,1.0000,0.00000,318.716,318.716,318.716,63.290,232.120,11.621,11.685,604.30,4096.0,2100.0
anticorr_q0080_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00005,325.661,325.661,325.661,62.307,228.869,2.003,32.483,604.25,512.0,2100.0
anticorr_q0080_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00003,328.881,328.881,328.881,62.918,231.312,11.958,22.693,604.25,4096.0,2100.0
anticorr_q0080_tau0.01,anticorr,9900207,4096,1,0.9000,0.0000,0.00005,333.516,333.516,333.516,63.911,232.286,1.806,35.513,604.26,512.0,2100.0
anticorr_q0080_tau0.01,anticorr,9900207,32768,1,0.9000,0.0000,0.00005,321.214,321.214,321.214,62.122,231.857,11.831,15.404,604.26,4096.0,2100.0
anticorr_q0080_tau0.03,anticorr,9899376,4096,1,1.0000,1.0000,0.00000,317.496,317.496,317.496,63.491,227.725,1.646,24.634,604.21,512.0,2100.0
anticorr_q0080_tau0.03,anticorr,9899376,32768,1,1.0000,1.0000,0.00000,309.269,309.269,309.269,62.839,230.339,11.194,4.897,604.21,4096.0,2100.0
anticorr_q0085_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00003,330.168,330.168,330.168,62.628,227.863,2.044,37.633,604.25,512.0,2100.0
anticorr_q0085_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00003,349.956,349.956,349.956,63.731,230.793,12.711,42.721,604.25,4096.0,2100.0
anticorr_q0085_tau0.01,anticorr,9899881,4096,1,0.7000,0.0000,0.00054,335.483,335.483,335.483,63.225,233.687,2.200,36.370,604.24,512.0,2100.0
anticorr_q0085_tau0.01,anticorr,9899881,32768,1,0.8000,0.0000,0.00005,329.219,329.219,329.219,62.702,232.778,12.115,21.624,604.24,4096.0,2100.0
anticorr_q0085_tau0.03,anticorr,9899588,4096,1,1.0000,1.0000,0.00000,329.522,329.522,329.522,62.816,228.141,1.965,36.599,604.22,512.0,2100.0
anticorr_q0085_tau0.03,anticorr,9899588,32768,1,1.0000,1.0000,0.00000,312.262,312.262,312.262,62.758,230.707,12.007,6.790,604.22,4096.0,2100.0
anticorr_q0095_tau0,anticorr,9900001,4096,1,0.0000,0.0000,0.00008,340.102,340.102,340.102,63.092,230.666,1.991,44.354,604.25,512.0,2100.0
anticorr_q0095_tau0,anticorr,9900001,32768,1,0.0000,0.0000,0.00005,335.283,335.283,335.283,62.966,232.880,12.325,27.111,604.25,4096.0,2100.0
anticorr_q0095_tau0.01,anticorr,9899707,4096,1,0.6000,0.0000,0.00232,323.763,323.763,323.763,62.288,229.071,1.922,30.481,604.23,512.0,2100.0
anticorr_q0095_tau0.01,anticorr,9899707,32768,1,0.7000,0.0000,0.00056,392.339,392.339,392.339,62.796,295.083,13.487,20.974,604.23,4096.0,2100.0
anticorr_q0095_tau0.03,anticorr,9899770,4096,1,1.0000,1.0000,0.00000,337.481,337.481,337.481,62.713,228.144,1.975,44.650,604.23,512.0,2100.0
anticorr_q0095_tau0.03,anticorr,9899770,32768,1,1.0000,1.0000,0.00000,343.624,343.624,343.624,61.869,233.252,12.684,35.819,604.23,4096.0,2100.0
anticorr_q0117_tau0,anticorr,9900000,4096,1,0.1000,0.0000,0.00005,334.586,334.586,334.586,61.962,230.733,2.066,39.826,604.25,512.0,2100.0
anticorr_q0117_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00004,333.505,333.505,333.505,62.184,232.818,12.726,25.777,604.25,4096.0,2100.0
anticorr_q0117_tau0.01,anticorr,9900126,4096,1,0.6000,0.0000,0.00308,323.758,323.758,323.758,62.186,229.149,1.961,30.463,604.26,512.0,2100.0
anticorr_q0117_tau0.01,anticorr,9900126,32768,1,1.0000,1.0000,0.00000,324.491,324.491,324.491,62.496,233.070,12.106,16.820,604.26,4096.0,2100.0
anticorr_q0117_tau0.03,anticorr,9900642,4096,1,1.0000,1.0000,0.00000,329.457,329.457,329.457,62.454,233.130,1.655,32.218,604.29,512.0,2100.0
anticorr_q0117_tau0.03,anticorr,9900642,32768,1,1.0000,1.0000,0.00000,317.503,317.503,317.503,63.461,232.194,12.140,9.708,604.29,4096.0,2100.0
anticorr_q0126_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00008,330.696,330.696,330.696,62.787,228.950,1.915,37.044,604.25,512.0,2100.0
anticorr_q0126_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00007,330.298,330.298,330.298,62.544,231.277,12.075,24.401,604.25,4096.0,2100.0
anticorr_q0126_tau0.01,anticorr,9900093,4096,1,0.9000,0.0000,0.00010,323.957,323.957,323.957,62.720,228.391,2.041,30.805,604.25,512.0,2100.0
anticorr_q0126_tau0.01,anticorr,9900093,32768,1,0.9000,0.0000,0.00010,322.905,322.905,322.905,62.453,232.757,12.214,15.481,604.25,4096.0,2100.0
anticorr_q0126_tau0.03,anticorr,9900093,4096,1,1.0000,1.0000,0.00000,314.403,314.403,314.403,62.275,228.317,1.715,22.097,604.25,512.0,2100.0
anticorr_q0126_tau0.03,anticorr,9900093,32768,1,1.0000,1.0000,0.00000,310.424,310.424,310.424,62.869,231.124,11.453,4.979,604.25,4096.0,2100.0
anticorr_q0139_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00005,335.963,335.963,335.963,62.688,228.293,1.899,43.084,604.25,512.0,2100.0
anticorr_q0139_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00003,335.776,335.776,335.776,63.218,230.725,12.067,29.765,604.25,4096.0,2100.0
anticorr_q0139_tau0.01,anticorr,9900294,4096,1,0.9000,0.0000,0.00009,355.384,355.384,355.384,62.463,228.396,1.830,62.694,604.27,512.0,2100.0
anticorr_q0139_tau0.01,anticorr,9900294,32768,1,1.0000,1.0000,0.00000,324.986,324.986,324.986,62.821,232.492,12.283,17.390,604.27,4096.0,2100.0
anticorr_q0139_tau0.03,anticorr,9900438,4096,1,1.0000,1.0000,0.00000,330.070,330.070,330.070,63.306,228.653,1.699,36.412,604.27,512.0,2100.0
anticorr_q0139_tau0.03,anticorr,9900438,32768,1,1.0000,1.0000,0.00000,309.483,309.483,309.483,62.418,229.889,12.968,4.208,604.27,4096.0,2100.0
anticorr_q0147_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00004,325.952,325.952,325.952,62.415,229.292,1.926,32.319,604.25,512.0,2100.0
anticorr_q0147_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00003,328.765,328.765,328.765,62.268,231.797,12.988,21.712,604.25,4096.0,2100.0
anticorr_q0147_tau0.01,anticorr,9899755,4096,1,0.9000,0.0000,0.00091,320.053,320.053,320.053,63.954,228.327,1.948,25.824,604.23,512.0,2100.0
anticorr_q0147_tau0.01,anticorr,9899755,32768,1,1.0000,1.0000,0.00000,321.726,321.726,321.726,62.319,233.660,12.290,13.458,604.23,4096.0,2100.0
anticorr_q0147_tau0.03,anticorr,9900099,4096,1,1.0000,1.0000,0.00000,316.536,316.536,316.536,62.541,229.126,1.813,23.056,604.25,512.0,2100.0
anticorr_q0147_tau0.03,anticorr,9900099,32768,1,1.0000,1.0000,0.00000,311.508,311.508,311.508,62.382,232.193,11.691,5.242,604.25,4096.0,2100.0
anticorr_q0155_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00007,327.936,327.936,327.936,62.955,229.690,1.888,33.403,604.25,512.0,2100.0
anticorr_q0155_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00004,333.970,333.970,333.970,63.466,235.819,12.461,22.224,604.25,4096.0,2100.0
anticorr_q0155_tau0.01,anticorr,9900135,4096,1,0.4000,0.0000,0.00321,330.731,330.731,330.731,61.705,229.196,1.941,37.890,604.26,512.0,2100.0
anticorr_q0155_tau0.01,anticorr,9900135,32768,1,0.9000,0.0000,0.00025,326.138,326.138,326.138,62.292,231.460,12.015,20.372,604.26,4096.0,2100.0
anticorr_q0155_tau0.03,anticorr,9900011,4096,1,0.6000,0.0000,0.00350,326.174,326.174,326.174,62.186,228.301,1.990,33.698,604.25,512.0,2100.0
anticorr_q0155_tau0.03,anticorr,9900011,32768,1,1.0000,1.0000,0.00000,323.633,323.633,323.633,62.915,234.105,12.153,14.459,604.25,4096.0,2100.0
anticorr_q0157_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00003,329.687,329.687,329.687,63.743,229.810,1.882,34.253,604.25,512.0,2100.0
anticorr_q0157_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00007,326.970,326.970,326.970,62.291,230.582,11.977,22.120,604.25,4096.0,2100.0
anticorr_q0157_tau0.01,anticorr,9900280,4096,1,0.9000,0.0000,0.00005,327.451,327.451,327.451,62.679,232.834,1.849,30.089,604.27,512.0,2100.0
anticorr_q0157_tau0.01,anticorr,9900280,32768,1,0.9000,0.0000,0.00005,324.643,324.643,324.643,62.257,231.079,12.431,18.875,604.27,4096.0,2100.0
anticorr_q0157_tau0.03,anticorr,9899453,4096,1,1.0000,1.0000,0.00000,328.248,328.248,328.248,63.653,228.566,1.897,34.133,604.21,512.0,2100.0
anticorr_q0157_tau0.03,anticorr,9899453,32768,1,1.0000,1.0000,0.00000,315.259,315.259,315.259,61.795,235.868,11.721,5.875,604.21,4096.0,2100.0
anticorr_q0168_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00008,330.822,330.822,330.822,62.729,230.046,1.989,36.058,604.25,512.0,2100.0
anticorr_q0168_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00007,331.269,331.269,331.269,62.706,231.336,12.061,25.166,604.25,4096.0,2100.0
anticorr_q0168_tau0.01,anticorr,9900108,4096,1,0.9000,0.0000,0.00057,332.856,332.856,332.856,62.785,227.834,2.002,40.234,604.25,512.0,2100.0
anticorr_q0168_tau0.01,anticorr,9900108,32768,1,1.0000,1.0000,0.00000,320.481,320.481,320.481,61.853,231.858,11.853,14.917,604.25,4096.0,2100.0
anticorr_q0168_tau0.03,anticorr,9899404,4096,1,1.0000,1.0000,0.00000,323.058,323.058,323.058,63.010,231.982,1.633,26.433,604.21,512.0,2100.0
anticorr_q0168_tau0.03,anticorr,9899404,32768,1,1.0000,1.0000,0.00000,313.441,313.441,313.441,63.077,232.700,12.542,5.122,604.21,4096.0,2100.0
anticorr_q0183_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00006,329.795,329.795,329.795,62.690,228.083,2.069,36.953,604.25,512.0,2100.0
anticorr_q0183_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00004,332.169,332.169,332.169,62.704,231.236,12.622,25.608,604.25,4096.0,2100.0
anticorr_q0183_tau0.01,anticorr,9899334,4096,1,0.5000,0.0000,0.00306,323.715,323.715,323.715,62.628,228.013,1.997,31.078,604.21,512.0,2100.0
anticorr_q0183_tau0.01,anticorr,9899334,32768,1,0.9000,0.0000,0.00028,326.426,326.426,326.426,63.765,233.132,12.372,17.156,604.21,4096.0,2100.0
anticorr_q0183_tau0.03,anticorr,9900136,4096,1,1.0000,1.0000,0.00000,331.333,331.333,331.333,62.622,229.502,1.870,37.339,604.26,512.0,2100.0
anticorr_q0183_tau0.03,anticorr,9900136,32768,1,1.0000,1.0000,0.00000,314.641,314.641,314.641,62.555,230.412,13.007,8.666,604.26,4096.0,2100.0
anticorr_q0184_tau0,anticorr,9900002,4096,1,0.0000,0.0000,0.00005,334.996,334.996,334.996,62.246,228.301,2.000,42.449,604.25,512.0,2100.0
anticorr_q0184_tau0,anticorr,9900002,32768,1,0.1000,0.0000,0.00002,328.692,328.692,328.692,62.329,231.578,11.929,22.856,604.25,4096.0,2100.0
anticorr_q0184_tau0.01,anticorr,9899929,4096,1,0.8000,0.0000,0.00076,337.514,337.514,337.514,62.915,231.105,1.951,41.543,604.24,512.0,2100.0
anticorr_q0184_tau0.01,anticorr,9899929,32768,1,1.0000,1.0000,0.00000,329.809,329.809,329.809,63.832,232.920,11.946,21.111,604.24,4096.0,2100.0
anticorr_q0184_tau0.03,anticorr,9900225,4096,1,1.0000,1.0000,0.00000,322.060,322.060,322.060,63.322,228.696,1.906,28.135,604.26,512.0,2100.0
anticorr_q0184_tau0.03,anticorr,9900225,32768,1,1.0000,1.0000,0.00000,317.024,317.024,317.024,62.662,230.573,12.787,11.003,604.26,4096.0,2100.0
anticorr_q0185_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00004,323.776,323.776,323.776,62.481,227.312,2.011,31.973,604.25,512.0,2100.0
anticorr_q0185_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00002,327.785,327.785,327.785,63.432,231.276,12.372,20.705,604.25,4096.0,2100.0
anticorr_q0185_tau0.01,anticorr,9900267,4096,1,0.7000,0.0000,0.00175,329.831,329.831,329.831,62.897,228.489,1.795,36.650,604.26,512.0,2100.0
anticorr_q0185_tau0.01,anticorr,9900267,32768,1,0.9000,0.0000,0.00014,325.224,325.224,325.224,62.624,232.846,12.177,17.578,604.26,4096.0,2100.0
anticorr_q0185_tau0.03,anticorr,9900343,4096,1,1.0000,1.0000,0.00000,321.657,321.657,321.657,62.694,228.718,1.681,28.564,604.27,512.0,2100.0
anticorr_q0185_tau0.03,anticorr,9900343,32768,1,1.0000,1.0000,0.00000,309.633,309.633,309.633,62.614,230.995,11.411,4.613,604.27,4096.0,2100.0
anticorr_q0211_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00004,334.671,334.671,334.671,62.901,228.178,1.925,41.668,604.25,512.0,2100.0
anticorr_q0211_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00003,341.501,341.501,341.501,64.189,233.137,12.051,32.124,604.25,4096.0,2100.0
anticorr_q0211_tau0.01,anticorr,9899733,4096,1,1.0000,1.0000,0.00000,338.049,338.049,338.049,62.556,229.759,2.009,43.725,604.23,512.0,2100.0
anticorr_q0211_tau0.01,anticorr,9899733,32768,1,1.0000,1.0000,0.00000,326.063,326.063,326.063,63.479,233.153,11.986,17.445,604.23,4096.0,2100.0
anticorr_q0211_tau0.03,anticorr,9899761,4096,1,1.0000,1.0000,0.00000,327.056,327.056,327.056,62.566,228.532,1.770,34.187,604.23,512.0,2100.0
anticorr_q0211_tau0.03,anticorr,9899761,32768,1,1.0000,1.0000,0.00000,309.991,309.991,309.991,61.941,231.885,11.995,4.169,604.23,4096.0,2100.0
anticorr_q0221_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00004,333.017,333.017,333.017,63.930,231.796,1.998,35.292,604.25,512.0,2100.0
anticorr_q0221_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00003,335.916,335.916,335.916,62.598,230.836,13.060,29.422,604.25,4096.0,2100.0
anticorr_q0221_tau0.01,anticorr,9900215,4096,1,0.7000,0.0000,0.00120,329.044,329.044,329.044,62.308,227.442,1.913,37.380,604.26,512.0,2100.0
anticorr_q0221_tau0.01,anticorr,9900215,32768,1,0.8000,0.0000,0.00036,325.055,325.055,325.055,63.567,230.788,12.988,17.713,604.26,4096.0,2100.0
anticorr_q0221_tau0.03,anticorr,9900077,4096,1,1.0000,1.0000,0.00000,315.900,315.900,315.900,62.264,227.522,1.873,24.240,604.25,512.0,2100.0
anticorr_q0221_tau0.03,anticorr,9900077,32768,1,1.0000,1.0000,0.00000,321.459,321.459,321.459,64.324,234.847,12.397,9.891,604.25,4096.0,2100.0
anticorr_q0238_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00006,334.196,334.196,334.196,64.158,229.005,2.017,39.017,604.25,512.0,2100.0
anticorr_q0238_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00004,329.605,329.605,329.605,62.703,231.350,11.939,23.613,604.25,4096.0,2100.0
anticorr_q0238_tau0.01,anticorr,9899861,4096,1,0.9000,0.0000,0.00030,329.675,329.675,329.675,62.633,228.018,1.869,37.155,604.24,512.0,2100.0
anticorr_q0238_tau0.01,anticorr,9899861,32768,1,1.0000,1.0000,0.00000,323.064,323.064,323.064,64.076,230.534,12.359,16.095,604.24,4096.0,2100.0
anticorr_q0238_tau0.03,anticorr,9900075,4096,1,1.0000,1.0000,0.00000,313.000,313.000,313.000,64.731,230.052,1.682,16.534,604.25,512.0,2100.0
anticorr_q0238_tau0.03,anticorr,9900075,32768,1,1.0000,1.0000,0.00000,310.357,310.357,310.357,62.133,232.999,11.753,3.472,604.25,4096.0,2100.0
anticorr_q0259_tau0,anticorr,9900001,4096,1,0.0000,0.0000,0.00006,331.035,331.035,331.035,61.775,228.600,1.958,38.701,604.25,512.0,2100.0
anticorr_q0259_tau0,anticorr,9900001,32768,1,0.0000,0.0000,0.00002,334.329,334.329,334.329,62.715,231.198,13.183,27.233,604.25,4096.0,2100.0
anticorr_q0259_tau0.01,anticorr,9899695,4096,1,0.3000,0.0000,0.00520,329.595,329.595,329.595,62.627,228.304,1.984,36.680,604.23,512.0,2100.0
anticorr_q0259_tau0.01,anticorr,9899695,32768,1,0.5000,0.0000,0.00212,336.395,336.395,336.395,61.696,236.190,11.711,26.799,604.23,4096.0,2100.0
anticorr_q0259_tau0.03,anticorr,9900271,4096,1,1.0000,1.0000,0.00000,321.263,321.263,321.263,61.780,228.273,1.950,29.259,604.26,512.0,2100.0
anticorr_q0259_tau0.03,anticorr,9900271,32768,1,1.0000,1.0000,0.00000,316.207,316.207,316.207,62.783,229.596,12.010,11.819,604.26,4096.0,2100.0
anticorr_q0287_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00004,327.841,327.841,327.841,62.199,228.566,1.982,35.094,604.25,512.0,2100.0
anticorr_q0287_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00007,330.889,330.889,330.889,62.556,230.974,11.992,25.366,604.25,4096.0,2100.0
anticorr_q0287_tau0.01,anticorr,9899924,4096,1,0.5000,0.0000,0.00133,334.849,334.849,334.849,63.226,232.503,2.086,37.034,604.24,512.0,2100.0
anticorr_q0287_tau0.01,anticorr,9899924,32768,1,0.8000,0.0000,0.00040,329.491,329.491,329.491,61.993,233.348,13.001,21.149,604.24,4096.0,2100.0
anticorr_q0287_tau0.03,anticorr,9900818,4096,1,1.0000,1.0000,0.00000,321.937,321.937,321.937,62.538,228.150,2.010,29.239,604.30,512.0,2100.0
anticorr_q0287_tau0.03,anticorr,9900818,32768,1,1.0000,1.0000,0.00000,315.412,315.412,315.412,62.361,230.882,12.048,10.120,604.30,4096.0,2100.0
anticorr_q0308_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00004,331.907,331.907,331.907,63.222,227.511,1.938,39.237,604.25,512.0,2100.0
anticorr_q0308_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00006,335.005,335.005,335.005,62.530,234.486,12.630,25.359,604.25,4096.0,2100.0
anticorr_q0308_tau0.01,anticorr,9900426,4096,1,0.8000,0.0000,0.00067,328.799,328.799,328.799,61.862,228.025,1.970,36.943,604.27,512.0,2100.0
anticorr_q0308_tau0.01,anticorr,9900426,32768,1,0.9000,0.0000,0.00010,324.468,324.468,324.468,62.781,230.100,12.452,19.136,604.27,4096.0,2100.0
anticorr_q0308_tau0.03,anticorr,9899801,4096,1,1.0000,1.0000,0.00000,313.252,313.252,313.252,61.741,228.676,1.702,21.134,604.24,512.0,2100.0
anticorr_q0308_tau0.03,anticorr,9899801,32768,1,1.0000,1.0000,0.00000,311.625,311.625,311.625,62.697,230.706,11.826,6.396,604.24,4096.0,2100.0
anticorr_q0314_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00004,335.862,335.862,335.862,62.995,231.451,1.931,39.485,604.25,512.0,2100.0
anticorr_q0314_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00002,334.396,334.396,334.396,63.208,231.964,12.277,26.948,604.25,4096.0,2100.0
anticorr_q0314_tau0.01,anticorr,9900146,4096,1,0.8000,0.0000,0.00134,329.668,329.668,329.668,64.066,228.590,1.891,35.121,604.26,512.0,2100.0
anticorr_q0314_tau0.01,anticorr,9900146,32768,1,1.0000,1.0000,0.00000,327.162,327.162,327.162,63.227,231.456,11.954,20.525,604.26,4096.0,2100.0
anticorr_q0314_tau0.03,anticorr,9899754,4096,1,1.0000,1.0000,0.00000,321.049,321.049,321.049,62.538,227.510,1.834,29.166,604.23,512.0,2100.0
anticorr_q0314_tau0.03,anticorr,9899754,32768,1,1.0000,1.0000,0.00000,314.933,314.933,314.933,62.784,231.532,11.849,8.768,604.23,4096.0,2100.0
anticorr_q0322_tau0,anticorr,9900000,4096,1,0.0000,0.0000,0.00005,339.359,339.359,339.359,63.208,228.107,1.933,46.111,604.25,512.0,2100.0
anticorr_q0322_tau0,anticorr,9900000,32768,1,0.0000,0.0000,0.00004,331.190,331.190,331.190,63.316,230.813,12.341,24.719,604.25,4096.0,2100.0
anticorr_q0322_tau0.01,anticorr,9900109,4096,1,0.8000,0.0000,0.00191,332.001,332.001,332.001,62.147,229.524,1.946,38.384,604.25,512.0,2100.0
anticorr_q0322_tau0.01,anticorr,9900109,32768,1,0.8000,0.0000,0.00191,320.954,320.954,320.954,62.621,230.056,11.780,16.497,604.25,4096.0,2100.0
anticorr_q0322_tau0.03,anticorr,9899480,4096,1,1.0000,1.0000,0.00000,323.859,323.859,323.859,62.635,229.668,1.719,29.837,604.22,512.0,2100.0
anticorr_q0322_tau0.03,anticorr,9899480,32768,1,1.0000,1.0000,0.00000,311.078,311.078,311.078,63.986,230.468,12.211,4.414,604.22,4096.0,2100.0
anticorr_q0334_tau0,anticorr,9900002,4096,1,0.0000,0.0000,0.00005,339.362,339.362,339.362,63.230,229.477,1.835,44.819,604.25,512.0,2100.0
anticorr_q0334_tau0,anticorr,9900002,32768,1,0.0000,0.0000,0.00005,336.003,336.003,336.003,63.515,230.651,12.077,29.759,604.25,4096.0,2100.0
anticorr_q0334_tau0.01,anticorr,9899707,4096,1,0.9000,0.0000,0.00014,327.936,327.936,327.936,63.025,228.516,1.981,34.414,604.23,512.0,2100.0
anticorr_q0334_tau0.01,anticorr,9899707,32768,1,1.0000,1.0000,0.00000,320.523,320.523,320.523,62.994,231.374,12.270,13.885,604.23,4096.0,2100.0
anticorr_q0334_tau0.03,anticorr,9900192,4096,1,1.0000,1.0000,0.00000,325.334,325.334,325.334,63.428,230.026,1.840,30.039,604.26,512.0,2100.0
anticorr_q0334_tau0.03,anticorr,9900192,32768,1,1.0000,1.0000,0.00000,312.511,312.511,312.511,63.121,229.744,11.802,7.844,604.26,4096.0,2100.0
anticorr_q0341_tau0,anticorr,9900000,4096,1,0.1000,0.0000,0.00003,307.739,307.739,307.739,62.323,229.117,1.856,14.442,604.25,512.0,2100.0
