method,filter,family,size,b1,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,allow_iter_p50_ms,stage1_p50_ms,stage2_p50_ms,stage3_p50_ms,stage1_mb_per_q,stage2_kb_per_q,stage3_kb_per_q
acorn-ef512,anticorr_q0353_tau0.01,anticorr,9900048,0,1,1.0000,1.0000,0.00000,30.331,30.331,30.331,0.000,30.331,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0353_tau0.03,anticorr,9900443,0,1,1.0000,1.0000,0.00000,1.985,1.985,1.985,0.000,1.985,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0353_tau0.03,anticorr,9900443,0,1,1.0000,1.0000,0.00000,2.366,2.366,2.366,0.000,2.366,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0353_tau0.03,anticorr,9900443,0,1,1.0000,1.0000,0.00000,3.985,3.985,3.985,0.000,3.985,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0353_tau0.03,anticorr,9900443,0,1,1.0000,1.0000,0.00000,6.248,6.248,6.248,0.000,6.248,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0358_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00011,67.221,67.221,67.221,0.000,67.221,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0358_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00005,75.096,75.096,75.096,0.000,75.096,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0358_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00002,86.844,86.844,86.844,0.000,86.844,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0358_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00002,103.052,103.052,103.052,0.000,103.052,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0358_tau0.01,anticorr,9900242,0,1,0.8000,0.0000,0.00050,14.415,14.415,14.415,0.000,14.415,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0358_tau0.01,anticorr,9900242,0,1,0.9000,0.0000,0.00006,15.189,15.189,15.189,0.000,15.189,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0358_tau0.01,anticorr,9900242,0,1,0.9000,0.0000,0.00006,22.391,22.391,22.391,0.000,22.391,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0358_tau0.01,anticorr,9900242,0,1,1.0000,1.0000,0.00000,31.590,31.590,31.590,0.000,31.590,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0358_tau0.03,anticorr,9900623,0,1,1.0000,1.0000,0.00000,3.367,3.367,3.367,0.000,3.367,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0358_tau0.03,anticorr,9900623,0,1,1.0000,1.0000,0.00000,2.315,2.315,2.315,0.000,2.315,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0358_tau0.03,anticorr,9900623,0,1,1.0000,1.0000,0.00000,4.277,4.277,4.277,0.000,4.277,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0358_tau0.03,anticorr,9900623,0,1,1.0000,1.0000,0.00000,6.292,6.292,6.292,0.000,6.292,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0373_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00026,62.217,62.217,62.217,0.000,62.217,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0373_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00014,67.839,67.839,67.839,0.000,67.839,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0373_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00006,79.268,79.268,79.268,0.000,79.268,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0373_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00004,88.472,88.472,88.472,0.000,88.472,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0373_tau0.01,anticorr,9900210,0,1,0.9000,0.0000,0.00037,11.315,11.315,11.315,0.000,11.315,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0373_tau0.01,anticorr,9900210,0,1,1.0000,1.0000,0.00000,10.729,10.729,10.729,0.000,10.729,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0373_tau0.01,anticorr,9900210,0,1,1.0000,1.0000,0.00000,14.467,14.467,14.467,0.000,14.467,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0373_tau0.01,anticorr,9900210,0,1,1.0000,1.0000,0.00000,21.026,21.026,21.026,0.000,21.026,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0373_tau0.03,anticorr,9899584,0,1,1.0000,1.0000,0.00000,1.614,1.614,1.614,0.000,1.614,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0373_tau0.03,anticorr,9899584,0,1,1.0000,1.0000,0.00000,1.490,1.490,1.490,0.000,1.490,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0373_tau0.03,anticorr,9899584,0,1,1.0000,1.0000,0.00000,2.324,2.324,2.324,0.000,2.324,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0373_tau0.03,anticorr,9899584,0,1,1.0000,1.0000,0.00000,3.541,3.541,3.541,0.000,3.541,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0385_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00033,63.164,63.164,63.164,0.000,63.164,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0385_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00015,67.616,67.616,67.616,0.000,67.616,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0385_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00009,75.718,75.718,75.718,0.000,75.718,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0385_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,87.419,87.419,87.419,0.000,87.419,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0385_tau0.01,anticorr,9899701,0,1,0.9000,0.0000,0.00026,12.273,12.273,12.273,0.000,12.273,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0385_tau0.01,anticorr,9899701,0,1,0.9000,0.0000,0.00026,11.701,11.701,11.701,0.000,11.701,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0385_tau0.01,anticorr,9899701,0,1,1.0000,1.0000,0.00000,16.746,16.746,16.746,0.000,16.746,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0385_tau0.01,anticorr,9899701,0,1,1.0000,1.0000,0.00000,23.591,23.591,23.591,0.000,23.591,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0385_tau0.03,anticorr,9899845,0,1,0.9000,0.0000,0.00017,2.463,2.463,2.463,0.000,2.463,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0385_tau0.03,anticorr,9899845,0,1,1.0000,1.0000,0.00000,1.922,1.922,1.922,0.000,1.922,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0385_tau0.03,anticorr,9899845,0,1,1.0000,1.0000,0.00000,2.745,2.745,2.745,0.000,2.745,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0385_tau0.03,anticorr,9899845,0,1,1.0000,1.0000,0.00000,3.841,3.841,3.841,0.000,3.841,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0391_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00039,48.409,48.409,48.409,0.000,48.409,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0391_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00021,56.694,56.694,56.694,0.000,56.694,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0391_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00008,67.540,67.540,67.540,0.000,67.540,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0391_tau0,anticorr,9900000,0,1,0.1000,0.0000,0.00002,93.742,93.742,93.742,0.000,93.742,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0391_tau0.01,anticorr,9899967,0,1,0.6000,0.0000,0.00293,9.003,9.003,9.003,0.000,9.003,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0391_tau0.01,anticorr,9899967,0,1,0.8000,0.0000,0.00126,9.351,9.351,9.351,0.000,9.351,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0391_tau0.01,anticorr,9899967,0,1,0.9000,0.0000,0.00014,13.285,13.285,13.285,0.000,13.285,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0391_tau0.01,anticorr,9899967,0,1,0.9000,0.0000,0.00014,20.250,20.250,20.250,0.000,20.250,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0391_tau0.03,anticorr,9900091,0,1,1.0000,1.0000,0.00000,2.346,2.346,2.346,0.000,2.346,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0391_tau0.03,anticorr,9900091,0,1,1.0000,1.0000,0.00000,1.958,1.958,1.958,0.000,1.958,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0391_tau0.03,anticorr,9900091,0,1,1.0000,1.0000,0.00000,2.888,2.888,2.888,0.000,2.888,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0391_tau0.03,anticorr,9900091,0,1,1.0000,1.0000,0.00000,4.912,4.912,4.912,0.000,4.912,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0396_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00012,59.485,59.485,59.485,0.000,59.485,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0396_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00007,66.300,66.300,66.300,0.000,66.300,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0396_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00004,75.120,75.120,75.120,0.000,75.120,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0396_tau0,anticorr,9900000,0,1,0.1000,0.0000,0.00002,87.139,87.139,87.139,0.000,87.139,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0396_tau0.01,anticorr,9899890,0,1,0.7000,0.0000,0.00057,10.240,10.240,10.240,0.000,10.240,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0396_tau0.01,anticorr,9899890,0,1,1.0000,1.0000,0.00000,11.302,11.302,11.302,0.000,11.302,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0396_tau0.01,anticorr,9899890,0,1,1.0000,1.0000,0.00000,15.735,15.735,15.735,0.000,15.735,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0396_tau0.01,anticorr,9899890,0,1,1.0000,1.0000,0.00000,22.706,22.706,22.706,0.000,22.706,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0396_tau0.03,anticorr,9899840,0,1,1.0000,1.0000,0.00000,2.614,2.614,2.614,0.000,2.614,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0396_tau0.03,anticorr,9899840,0,1,1.0000,1.0000,0.00000,1.640,1.640,1.640,0.000,1.640,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0396_tau0.03,anticorr,9899840,0,1,1.0000,1.0000,0.00000,2.461,2.461,2.461,0.000,2.461,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0396_tau0.03,anticorr,9899840,0,1,1.0000,1.0000,0.00000,3.917,3.917,3.917,0.000,3.917,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0412_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00043,61.605,61.605,61.605,0.000,61.605,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0412_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00022,68.777,68.777,68.777,0.000,68.777,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0412_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00012,79.468,79.468,79.468,0.000,79.468,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0412_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,93.232,93.232,93.232,0.000,93.232,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0412_tau0.01,anticorr,9900222,0,1,1.0000,1.0000,0.00000,13.273,13.273,13.273,0.000,13.273,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0412_tau0.01,anticorr,9900222,0,1,1.0000,1.0000,0.00000,14.108,14.108,14.108,0.000,14.108,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0412_tau0.01,anticorr,9900222,0,1,1.0000,1.0000,0.00000,19.679,19.679,19.679,0.000,19.679,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0412_tau0.01,anticorr,9900222,0,1,1.0000,1.0000,0.00000,26.902,26.902,26.902,0.000,26.902,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0412_tau0.03,anticorr,9899948,0,1,1.0000,1.0000,0.00000,1.554,1.554,1.554,0.000,1.554,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0412_tau0.03,anticorr,9899948,0,1,1.0000,1.0000,0.00000,1.262,1.262,1.262,0.000,1.262,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0412_tau0.03,anticorr,9899948,0,1,1.0000,1.0000,0.00000,1.899,1.899,1.899,0.000,1.899,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0412_tau0.03,anticorr,9899948,0,1,1.0000,1.0000,0.00000,3.661,3.661,3.661,0.000,3.661,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0414_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00033,43.891,43.891,43.891,0.000,43.891,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0414_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00016,50.273,50.273,50.273,0.000,50.273,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0414_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00008,62.896,62.896,62.896,0.000,62.896,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0414_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,78.057,78.057,78.057,0.000,78.057,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0414_tau0.01,anticorr,9900396,0,1,0.2000,0.0000,0.00735,7.599,7.599,7.599,0.000,7.599,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0414_tau0.01,anticorr,9900396,0,1,0.4000,0.0000,0.00495,7.262,7.262,7.262,0.000,7.262,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0414_tau0.01,anticorr,9900396,0,1,0.7000,0.0000,0.00237,11.273,11.273,11.273,0.000,11.273,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0414_tau0.01,anticorr,9900396,0,1,0.8000,0.0000,0.00154,17.246,17.246,17.246,0.000,17.246,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0414_tau0.03,anticorr,9900031,0,1,0.9000,0.0000,0.00028,2.905,2.905,2.905,0.000,2.905,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0414_tau0.03,anticorr,9900031,0,1,0.9000,0.0000,0.00028,1.866,1.866,1.866,0.000,1.866,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0414_tau0.03,anticorr,9900031,0,1,0.9000,0.0000,0.00028,2.776,2.776,2.776,0.000,2.776,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0414_tau0.03,anticorr,9900031,0,1,0.9000,0.0000,0.00028,5.701,5.701,5.701,0.000,5.701,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0419_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00032,51.342,51.342,51.342,0.000,51.342,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0419_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00015,57.043,57.043,57.043,0.000,57.043,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0419_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00006,69.726,69.726,69.726,0.000,69.726,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0419_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00003,86.706,86.706,86.706,0.000,86.706,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0419_tau0.01,anticorr,9900019,0,1,0.8000,0.0000,0.00011,6.682,6.682,6.682,0.000,6.682,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0419_tau0.01,anticorr,9900019,0,1,0.8000,0.0000,0.00011,6.359,6.359,6.359,0.000,6.359,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0419_tau0.01,anticorr,9900019,0,1,0.9000,0.0000,0.00006,9.942,9.942,9.942,0.000,9.942,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0419_tau0.01,anticorr,9900019,0,1,0.9000,0.0000,0.00006,15.380,15.380,15.380,0.000,15.380,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0419_tau0.03,anticorr,9899605,0,1,1.0000,1.0000,0.00000,2.257,2.257,2.257,0.000,2.257,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0419_tau0.03,anticorr,9899605,0,1,1.0000,1.0000,0.00000,1.524,1.524,1.524,0.000,1.524,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0419_tau0.03,anticorr,9899605,0,1,1.0000,1.0000,0.00000,2.109,2.109,2.109,0.000,2.109,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0419_tau0.03,anticorr,9899605,0,1,1.0000,1.0000,0.00000,3.623,3.623,3.623,0.000,3.623,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0422_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00058,69.105,69.105,69.105,0.000,69.105,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0422_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00011,77.528,77.528,77.528,0.000,77.528,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0422_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00007,88.492,88.492,88.492,0.000,88.492,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0422_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,117.658,117.658,117.658,0.000,117.658,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0422_tau0.01,anticorr,9899839,0,1,0.8000,0.0000,0.00033,12.348,12.348,12.348,0.000,12.348,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0422_tau0.01,anticorr,9899839,0,1,0.9000,0.0000,0.00017,12.915,12.915,12.915,0.000,12.915,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0422_tau0.01,anticorr,9899839,0,1,1.0000,1.0000,0.00000,17.762,17.762,17.762,0.000,17.762,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0422_tau0.01,anticorr,9899839,0,1,1.0000,1.0000,0.00000,26.041,26.041,26.041,0.000,26.041,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0422_tau0.03,anticorr,9899461,0,1,1.0000,1.0000,0.00000,1.765,1.765,1.765,0.000,1.765,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0422_tau0.03,anticorr,9899461,0,1,1.0000,1.0000,0.00000,1.631,1.631,1.631,0.000,1.631,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0422_tau0.03,anticorr,9899461,0,1,1.0000,1.0000,0.00000,2.627,2.627,2.627,0.000,2.627,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0422_tau0.03,anticorr,9899461,0,1,1.0000,1.0000,0.00000,4.278,4.278,4.278,0.000,4.278,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0429_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00023,53.102,53.102,53.102,0.000,53.102,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0429_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00010,56.313,56.313,56.313,0.000,56.313,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0429_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00008,64.872,64.872,64.872,0.000,64.872,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0429_tau0,anticorr,9900001,0,1,0.0000,0.0000,0.00005,81.533,81.533,81.533,0.000,81.533,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0429_tau0.01,anticorr,9899982,0,1,0.8000,0.0000,0.00046,12.797,12.797,12.797,0.000,12.797,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0429_tau0.01,anticorr,9899982,0,1,0.8000,0.0000,0.00046,13.020,13.020,13.020,0.000,13.020,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0429_tau0.01,anticorr,9899982,0,1,1.0000,1.0000,0.00000,17.106,17.106,17.106,0.000,17.106,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0429_tau0.01,anticorr,9899982,0,1,1.0000,1.0000,0.00000,23.194,23.194,23.194,0.000,23.194,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0429_tau0.03,anticorr,9899401,0,1,0.9000,0.0000,0.00011,2.281,2.281,2.281,0.000,2.281,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0429_tau0.03,anticorr,9899401,0,1,1.0000,1.0000,0.00000,1.226,1.226,1.226,0.000,1.226,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0429_tau0.03,anticorr,9899401,0,1,1.0000,1.0000,0.00000,2.077,2.077,2.077,0.000,2.077,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0429_tau0.03,anticorr,9899401,0,1,1.0000,1.0000,0.00000,3.446,3.446,3.446,0.000,3.446,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0431_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00040,65.245,65.245,65.245,0.000,65.245,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0431_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00020,71.791,71.791,71.791,0.000,71.791,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0431_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00005,84.184,84.184,84.184,0.000,84.184,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0431_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00004,97.435,97.435,97.435,0.000,97.435,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0431_tau0.01,anticorr,9900076,0,1,0.9000,0.0000,0.00064,15.211,15.211,15.211,0.000,15.211,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0431_tau0.01,anticorr,9900076,0,1,0.9000,0.0000,0.00060,15.591,15.591,15.591,0.000,15.591,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0431_tau0.01,anticorr,9900076,0,1,0.9000,0.0000,0.00060,21.140,21.140,21.140,0.000,21.140,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0431_tau0.01,anticorr,9900076,0,1,1.0000,1.0000,0.00000,28.808,28.808,28.808,0.000,28.808,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0431_tau0.03,anticorr,9899635,0,1,1.0000,1.0000,0.00000,2.658,2.658,2.658,0.000,2.658,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0431_tau0.03,anticorr,9899635,0,1,1.0000,1.0000,0.00000,1.853,1.853,1.853,0.000,1.853,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0431_tau0.03,anticorr,9899635,0,1,1.0000,1.0000,0.00000,2.613,2.613,2.613,0.000,2.613,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0431_tau0.03,anticorr,9899635,0,1,1.0000,1.0000,0.00000,4.240,4.240,4.240,0.000,4.240,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0445_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00038,56.318,56.318,56.318,0.000,56.318,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0445_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00020,63.867,63.867,63.867,0.000,63.867,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0445_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00012,73.463,73.463,73.463,0.000,73.463,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0445_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00008,88.023,88.023,88.023,0.000,88.023,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0445_tau0.01,anticorr,9899705,0,1,0.6000,0.0000,0.00129,10.622,10.622,10.622,0.000,10.622,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0445_tau0.01,anticorr,9899705,0,1,0.7000,0.0000,0.00062,11.624,11.624,11.624,0.000,11.624,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0445_tau0.01,anticorr,9899705,0,1,0.7000,0.0000,0.00062,16.787,16.787,16.787,0.000,16.787,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0445_tau0.01,anticorr,9899705,0,1,0.7000,0.0000,0.00062,25.511,25.511,25.511,0.000,25.511,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0445_tau0.03,anticorr,9900310,0,1,0.7000,0.0000,0.00221,2.875,2.875,2.875,0.000,2.875,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0445_tau0.03,anticorr,9900310,0,1,0.8000,0.0000,0.00168,1.508,1.508,1.508,0.000,1.508,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0445_tau0.03,anticorr,9900310,0,1,0.8000,0.0000,0.00168,2.671,2.671,2.671,0.000,2.671,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0445_tau0.03,anticorr,9900310,0,1,0.8000,0.0000,0.00168,4.777,4.777,4.777,0.000,4.777,0.000,0.000,0.00,0.0,0.0
acorn-ef64,anticorr_q0450_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00018,66.729,66.729,66.729,0.000,66.729,0.000,0.000,0.00,0.0,0.0
acorn-ef128,anticorr_q0450_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00012,74.581,74.581,74.581,0.000,74.581,0.000,0.000,0.00,0.0,0.0
acorn-ef256,anticorr_q0450_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00009,88.382,88.382,88.382,0.000,88.382,0.000,0.000,0.00,0.0,0.0
acorn-ef512,anticorr_q0450_tau0,anticorr,9900000,0,1,0.0000,0.0000,0.00006,103.917,103.917,103.917,0.000,103.917,0.000,0.000,0.00,0.0,0.0
