method,filter,family,size,recall_at_10,sim_regret,p50_ms,p95_ms,p99_ms
acorn-ef128,anticorr_q0391_tau0,anticorr,9900000,0.0000,0.00021,56.694,56.694,56.694
acorn-ef256,anticorr_q0391_tau0,anticorr,9900000,0.0000,0.00008,67.540,67.540,67.540
acorn-ef512,anticorr_q0391_tau0,anticorr,9900000,0.1000,0.00002,93.742,93.742,93.742
acorn-ef64,anticorr_q0391_tau0.01,anticorr,9899967,0.6000,0.00293,9.003,9.003,9.003
acorn-ef128,anticorr_q0391_tau0.01,anticorr,9899967,0.8000,0.00126,9.351,9.351,9.351
acorn-ef256,anticorr_q0391_tau0.01,anticorr,9899967,0.9000,0.00014,13.285,13.285,13.285
acorn-ef512,anticorr_q0391_tau0.01,anticorr,9899967,0.9000,0.00014,20.250,20.250,20.250
acorn-ef64,anticorr_q0391_tau0.03,anticorr,9900091,1.0000,0.00000,2.346,2.346,2.346
acorn-ef128,anticorr_q0391_tau0.03,anticorr,9900091,1.0000,0.00000,1.958,1.958,1.958
acorn-ef256,anticorr_q0391_tau0.03,anticorr,9900091,1.0000,0.00000,2.888,2.888,2.888
acorn-ef512,anticorr_q0391_tau0.03,anticorr,9900091,1.0000,0.00000,4.912,4.912,4.912
acorn-ef64,anticorr_q0396_tau0,anticorr,9900000,0.0000,0.00012,59.485,59.485,59.485
acorn-ef128,anticorr_q0396_tau0,anticorr,9900000,0.0000,0.00007,66.300,66.300,66.300
acorn-ef256,anticorr_q0396_tau0,anticorr,9900000,0.0000,0.00004,75.120,75.120,75.120
acorn-ef512,anticorr_q0396_tau0,anticorr,9900000,0.1000,0.00002,87.139,87.139,87.139
acorn-ef64,anticorr_q0396_tau0.01,anticorr,9899890,0.7000,0.00057,10.240,10.240,10.240
acorn-ef128,anticorr_q0396_tau0.01,anticorr,9899890,1.0000,0.00000,11.302,11.302,11.302
acorn-ef256,anticorr_q0396_tau0.01,anticorr,9899890,1.0000,0.00000,15.735,15.735,15.735
acorn-ef512,anticorr_q0396_tau0.01,anticorr,9899890,1.0000,0.00000,22.706,22.706,22.706
acorn-ef64,anticorr_q0396_tau0.03,anticorr,9899840,1.0000,0.00000,2.614,2.614,2.614
acorn-ef128,anticorr_q0396_tau0.03,anticorr,9899840,1.0000,0.00000,1.640,1.640,1.640
acorn-ef256,anticorr_q0396_tau0.03,anticorr,9899840,1.0000,0.00000,2.461,2.461,2.461
acorn-ef512,anticorr_q0396_tau0.03,anticorr,9899840,1.0000,0.00000,3.917,3.917,3.917
acorn-ef64,anticorr_q0412_tau0,anticorr,9900000,0.0000,0.00043,61.605,61.605,61.605
acorn-ef128,anticorr_q0412_tau0,anticorr,9900000,0.0000,0.00022,68.777,68.777,68.777
acorn-ef256,anticorr_q0412_tau0,anticorr,9900000,0.0000,0.00012,79.468,79.468,79.468
acorn-ef512,anticorr_q0412_tau0,anticorr,9900000,0.0000,0.00005,93.232,93.232,93.232
acorn-ef64,anticorr_q0412_tau0.01,anticorr,9900222,1.0000,0.00000,13.273,13.273,13.273
acorn-ef128,anticorr_q0412_tau0.01,anticorr,9900222,1.0000,0.00000,14.108,14.108,14.108
acorn-ef256,anticorr_q0412_tau0.01,anticorr,9900222,1.0000,0.00000,19.679,19.679,19.679
acorn-ef512,anticorr_q0412_tau0.01,anticorr,9900222,1.0000,0.00000,26.902,26.902,26.902
acorn-ef64,anticorr_q0412_tau0.03,anticorr,9899948,1.0000,0.00000,1.554,1.554,1.554
acorn-ef128,anticorr_q0412_tau0.03,anticorr,9899948,1.0000,0.00000,1.262,1.262,1.262
acorn-ef256,anticorr_q0412_tau0.03,anticorr,9899948,1.0000,0.00000,1.899,1.899,1.899
acorn-ef512,anticorr_q0412_tau0.03,anticorr,9899948,1.0000,0.00000,3.661,3.661,3.661
acorn-ef64,anticorr_q0414_tau0,anticorr,9900000,0.0000,0.00033,43.891,43.891,43.891
acorn-ef128,anticorr_q0414_tau0,anticorr,9900000,0.0000,0.00016,50.273,50.273,50.273
acorn-ef256,anticorr_q0414_tau0,anticorr,9900000,0.0000,0.00008,62.896,62.896,62.896
acorn-ef512,anticorr_q0414_tau0,anticorr,9900000,0.0000,0.00005,78.057,78.057,78.057
acorn-ef64,anticorr_q0414_tau0.01,anticorr,9900396,0.2000,0.00735,7.599,7.599,7.599
acorn-ef128,anticorr_q0414_tau0.01,anticorr,9900396,0.4000,0.00495,7.262,7.262,7.262
acorn-ef256,anticorr_q0414_tau0.01,anticorr,9900396,0.7000,0.00237,11.273,11.273,11.273
acorn-ef512,anticorr_q0414_tau0.01,anticorr,9900396,0.8000,0.00154,17.246,17.246,17.246
acorn-ef64,anticorr_q0414_tau0.03,anticorr,9900031,0.9000,0.00028,2.905,2.905,2.905
acorn-ef128,anticorr_q0414_tau0.03,anticorr,9900031,0.9000,0.00028,1.866,1.866,1.866
acorn-ef256,anticorr_q0414_tau0.03,anticorr,9900031,0.9000,0.00028,2.776,2.776,2.776
acorn-ef512,anticorr_q0414_tau0.03,anticorr,9900031,0.9000,0.00028,5.701,5.701,5.701
acorn-ef64,anticorr_q0419_tau0,anticorr,9900000,0.0000,0.00032,51.342,51.342,51.342
acorn-ef128,anticorr_q0419_tau0,anticorr,9900000,0.0000,0.00015,57.043,57.043,57.043
acorn-ef256,anticorr_q0419_tau0,anticorr,9900000,0.0000,0.00006,69.726,69.726,69.726
acorn-ef512,anticorr_q0419_tau0,anticorr,9900000,0.0000,0.00003,86.706,86.706,86.706
acorn-ef64,anticorr_q0419_tau0.01,anticorr,9900019,0.8000,0.00011,6.682,6.682,6.682
acorn-ef128,anticorr_q0419_tau0.01,anticorr,9900019,0.8000,0.00011,6.359,6.359,6.359
acorn-ef256,anticorr_q0419_tau0.01,anticorr,9900019,0.9000,0.00006,9.942,9.942,9.942
acorn-ef512,anticorr_q0419_tau0.01,anticorr,9900019,0.9000,0.00006,15.380,15.380,15.380
acorn-ef64,anticorr_q0419_tau0.03,anticorr,9899605,1.0000,0.00000,2.257,2.257,2.257
acorn-ef128,anticorr_q0419_tau0.03,anticorr,9899605,1.0000,0.00000,1.524,1.524,1.524
acorn-ef256,anticorr_q0419_tau0.03,anticorr,9899605,1.0000,0.00000,2.109,2.109,2.109
acorn-ef512,anticorr_q0419_tau0.03,anticorr,9899605,1.0000,0.00000,3.623,3.623,3.623
acorn-ef64,anticorr_q0422_tau0,anticorr,9900000,0.0000,0.00058,69.105,69.105,69.105
acorn-ef128,anticorr_q0422_tau0,anticorr,9900000,0.0000,0.00011,77.528,77.528,77.528
acorn-ef256,anticorr_q0422_tau0,anticorr,9900000,0.0000,0.00007,88.492,88.492,88.492
acorn-ef512,anticorr_q0422_tau0,anticorr,9900000,0.0000,0.00005,117.658,117.658,117.658
acorn-ef64,anticorr_q0422_tau0.01,anticorr,9899839,0.8000,0.00033,12.348,12.348,12.348
acorn-ef128,anticorr_q0422_tau0.01,anticorr,9899839,0.9000,0.00017,12.915,12.915,12.915
acorn-ef256,anticorr_q0422_tau0.01,anticorr,9899839,1.0000,0.00000,17.762,17.762,17.762
acorn-ef512,anticorr_q0422_tau0.01,anticorr,9899839,1.0000,0.00000,26.041,26.041,26.041
acorn-ef64,anticorr_q0422_tau0.03,anticorr,9899461,1.0000,0.00000,1.765,1.765,1.765
acorn-ef128,anticorr_q0422_tau0.03,anticorr,9899461,1.0000,0.00000,1.631,1.631,1.631
acorn-ef256,anticorr_q0422_tau0.03,anticorr,9899461,1.0000,0.00000,2.627,2.627,2.627
acorn-ef512,anticorr_q0422_tau0.03,anticorr,9899461,1.0000,0.00000,4.278,4.278,4.278
acorn-ef64,anticorr_q0429_tau0,anticorr,9900001,0.0000,0.00023,53.102,53.102,53.102
acorn-ef128,anticorr_q0429_tau0,anticorr,9900001,0.0000,0.00010,56.313,56.313,56.313
acorn-ef256,anticorr_q0429_tau0,anticorr,9900001,0.0000,0.00008,64.872,64.872,64.872
acorn-ef512,anticorr_q0429_tau0,anticorr,9900001,0.0000,0.00005,81.533,81.533,81.533
acorn-ef64,anticorr_q0429_tau0.01,anticorr,9899982,0.8000,0.00046,12.797,12.797,12.797
acorn-ef128,anticorr_q0429_tau0.01,anticorr,9899982,0.8000,0.00046,13.020,13.020,13.020
acorn-ef256,anticorr_q0429_tau0.01,anticorr,9899982,1.0000,0.00000,17.106,17.106,17.106
acorn-ef512,anticorr_q0429_tau0.01,anticorr,9899982,1.0000,0.00000,23.194,23.194,23.194
acorn-ef64,anticorr_q0429_tau0.03,anticorr,9899401,0.9000,0.00011,2.281,2.281,2.281
acorn-ef128,anticorr_q0429_tau0.03,anticorr,9899401,1.0000,0.00000,1.226,1.226,1.226
acorn-ef256,anticorr_q0429_tau0.03,anticorr,9899401,1.0000,0.00000,2.077,2.077,2.077
acorn-ef512,anticorr_q0429_tau0.03,anticorr,9899401,1.0000,0.00000,3.446,3.446,3.446
acorn-ef64,anticorr_q0431_tau0,anticorr,9900000,0.0000,0.00040,65.245,65.245,65.245
acorn-ef128,anticorr_q0431_tau0,anticorr,9900000,0.0000,0.00020,71.791,71.791,71.791
acorn-ef256,anticorr_q0431_tau0,anticorr,9900000,0.0000,0.00005,84.184,84.184,84.184
acorn-ef512,anticorr_q0431_tau0,anticorr,9900000,0.0000,0.00004,97.435,97.435,97.435
acorn-ef64,anticorr_q0431_tau0.01,anticorr,9900076,0.9000,0.00064,15.211,15.211,15.211
acorn-ef128,anticorr_q0431_tau0.01,anticorr,9900076,0.9000,0.00060,15.591,15.591,15.591
acorn-ef256,anticorr_q0431_tau0.01,anticorr,9900076,0.9000,0.00060,21.140,21.140,21.140
acorn-ef512,anticorr_q0431_tau0.01,anticorr,9900076,1.0000,0.00000,28.808,28.808,28.808
acorn-ef64,anticorr_q0431_tau0.03,anticorr,9899635,1.0000,0.00000,2.658,2.658,2.658
acorn-ef128,anticorr_q0431_tau0.03,anticorr,9899635,1.0000,0.00000,1.853,1.853,1.853
acorn-ef256,anticorr_q0431_tau0.03,anticorr,9899635,1.0000,0.00000,2.613,2.613,2.613
acorn-ef512,anticorr_q0431_tau0.03,anticorr,9899635,1.0000,0.00000,4.240,4.240,4.240
acorn-ef64,anticorr_q0445_tau0,anticorr,9900000,0.0000,0.00038,56.318,56.318,56.318
acorn-ef128,anticorr_q0445_tau0,anticorr,9900000,0.0000,0.00020,63.867,63.867,63.867
acorn-ef256,anticorr_q0445_tau0,anticorr,9900000,0.0000,0.00012,73.463,73.463,73.463
acorn-ef512,anticorr_q0445_tau0,anticorr,9900000,0.0000,0.00008,88.023,88.023,88.023
acorn-ef64,anticorr_q0445_tau0.01,anticorr,9899705,0.6000,0.00129,10.622,10.622,10.622
acorn-ef128,anticorr_q0445_tau0.01,anticorr,9899705,0.7000,0.00062,11.624,11.624,11.624
acorn-ef256,anticorr_q0445_tau0.01,anticorr,9899705,0.7000,0.00062,16.787,16.787,16.787
acorn-ef512,anticorr_q0445_tau0.01,anticorr,9899705,0.7000,0.00062,25.511,25.511,25.511
acorn-ef64,anticorr_q0445_tau0.03,anticorr,9900310,0.7000,0.00221,2.875,2.875,2.875
acorn-ef128,anticorr_q0445_tau0.03,anticorr,9900310,0.8000,0.00168,1.508,1.508,1.508
acorn-ef256,anticorr_q0445_tau0.03,anticorr,9900310,0.8000,0.00168,2.671,2.671,2.671
acorn-ef512,anticorr_q0445_tau0.03,anticorr,9900310,0.8000,0.00168,4.777,4.777,4.777
acorn-ef64,anticorr_q0450_tau0,anticorr,9900000,0.0000,0.00018,66.729,66.729,66.729
acorn-ef128,anticorr_q0450_tau0,anticorr,9900000,0.0000,0.00012,74.581,74.581,74.581
acorn-ef256,anticorr_q0450_tau0,anticorr,9900000,0.0000,0.00009,88.382,88.382,88.382
acorn-ef512,anticorr_q0450_tau0,anticorr,9900000,0.0000,0.00006,103.917,103.917,103.917
acorn-ef64,anticorr_q0450_tau0.01,anticorr,9900197,0.9000,0.00012,11.339,11.339,11.339
acorn-ef128,anticorr_q0450_tau0.01,anticorr,9900197,1.0000,0.00000,13.051,13.051,13.051
acorn-ef256,anticorr_q0450_tau0.01,anticorr,9900197,1.0000,0.00000,18.547,18.547,18.547
acorn-ef512,anticorr_q0450_tau0.01,anticorr,9900197,1.0000,0.00000,26.556,26.556,26.556
acorn-ef64,anticorr_q0450_tau0.03,anticorr,9899478,1.0000,0.00000,2.774,2.774,2.774
acorn-ef128,anticorr_q0450_tau0.03,anticorr,9899478,1.0000,0.00000,1.539,1.539,1.539
acorn-ef256,anticorr_q0450_tau0.03,anticorr,9899478,1.0000,0.00000,2.875,2.875,2.875
acorn-ef512,anticorr_q0450_tau0.03,anticorr,9899478,1.0000,0.00000,3.821,3.821,3.821
acorn-ef64,anticorr_q0455_tau0,anticorr,9900000,0.0000,0.00052,60.381,60.381,60.381
acorn-ef128,anticorr_q0455_tau0,anticorr,9900000,0.0000,0.00013,68.088,68.088,68.088
acorn-ef256,anticorr_q0455_tau0,anticorr,9900000,0.0000,0.00007,75.652,75.652,75.652
acorn-ef512,anticorr_q0455_tau0,anticorr,9900000,0.0000,0.00003,86.939,86.939,86.939
acorn-ef64,anticorr_q0455_tau0.01,anticorr,9900370,0.8000,0.00023,10.355,10.355,10.355
acorn-ef128,anticorr_q0455_tau0.01,anticorr,9900370,1.0000,0.00000,10.672,10.672,10.672
acorn-ef256,anticorr_q0455_tau0.01,anticorr,9900370,1.0000,0.00000,15.461,15.461,15.461
acorn-ef512,anticorr_q0455_tau0.01,anticorr,9900370,1.0000,0.00000,22.330,22.330,22.330
acorn-ef64,anticorr_q0455_tau0.03,anticorr,9899873,1.0000,0.00000,1.532,1.532,1.532
acorn-ef128,anticorr_q0455_tau0.03,anticorr,9899873,1.0000,0.00000,1.357,1.357,1.357
acorn-ef256,anticorr_q0455_tau0.03,anticorr,9899873,1.0000,0.00000,2.314,2.314,2.314
acorn-ef512,anticorr_q0455_tau0.03,anticorr,9899873,1.0000,0.00000,3.582,3.582,3.582
acorn-ef64,anticorr_q0460_tau0,anticorr,9900000,0.0000,0.00030,47.577,47.577,47.577
acorn-ef128,anticorr_q0460_tau0,anticorr,9900000,0.0000,0.00012,54.336,54.336,54.336
acorn-ef256,anticorr_q0460_tau0,anticorr,9900000,0.0000,0.00007,66.009,66.009,66.009
acorn-ef512,anticorr_q0460_tau0,anticorr,9900000,0.0000,0.00006,80.826,80.826,80.826
acorn-ef64,anticorr_q0460_tau0.01,anticorr,9900256,0.6000,0.00122,11.217,11.217,11.217
acorn-ef128,anticorr_q0460_tau0.01,anticorr,9900256,0.6000,0.00122,10.737,10.737,10.737
acorn-ef256,anticorr_q0460_tau0.01,anticorr,9900256,0.9000,0.00012,15.200,15.200,15.200
acorn-ef512,anticorr_q0460_tau0.01,anticorr,9900256,1.0000,0.00000,21.441,21.441,21.441
acorn-ef64,anticorr_q0460_tau0.03,anticorr,9900503,1.0000,0.00000,3.069,3.069,3.069
acorn-ef128,anticorr_q0460_tau0.03,anticorr,9900503,1.0000,0.00000,1.758,1.758,1.758
acorn-ef256,anticorr_q0460_tau0.03,anticorr,9900503,1.0000,0.00000,2.605,2.605,2.605
acorn-ef512,anticorr_q0460_tau0.03,anticorr,9900503,1.0000,0.00000,4.472,4.472,4.472
acorn-ef64,anticorr_q0464_tau0,anticorr,9900000,0.0000,0.00029,63.947,63.947,63.947
acorn-ef128,anticorr_q0464_tau0,anticorr,9900000,0.0000,0.00014,67.865,67.865,67.865
acorn-ef256,anticorr_q0464_tau0,anticorr,9900000,0.0000,0.00009,78.919,78.919,78.919
acorn-ef512,anticorr_q0464_tau0,anticorr,9900000,0.0000,0.00005,94.127,94.127,94.127
acorn-ef64,anticorr_q0464_tau0.01,anticorr,9900480,0.9000,0.00001,11.327,11.327,11.327
acorn-ef128,anticorr_q0464_tau0.01,anticorr,9900480,0.9000,0.00001,14.285,14.285,14.285
acorn-ef256,anticorr_q0464_tau0.01,anticorr,9900480,0.9000,0.00001,18.270,18.270,18.270
acorn-ef512,anticorr_q0464_tau0.01,anticorr,9900480,1.0000,0.00000,24.844,24.844,24.844
acorn-ef64,anticorr_q0464_tau0.03,anticorr,9899875,1.0000,0.00000,2.281,2.281,2.281
acorn-ef128,anticorr_q0464_tau0.03,anticorr,9899875,1.0000,0.00000,1.491,1.491,1.491
acorn-ef256,anticorr_q0464_tau0.03,anticorr,9899875,1.0000,0.00000,2.003,2.003,2.003
acorn-ef512,anticorr_q0464_tau0.03,anticorr,9899875,1.0000,0.00000,3.282,3.282,3.282
acorn-ef64,anticorr_q0470_tau0,anticorr,9900000,0.0000,0.00035,58.085,58.085,58.085
acorn-ef128,anticorr_q0470_tau0,anticorr,9900000,0.0000,0.00024,64.609,64.609,64.609
acorn-ef256,anticorr_q0470_tau0,anticorr,9900000,0.0000,0.00006,76.018,76.018,76.018
acorn-ef512,anticorr_q0470_tau0,anticorr,9900000,0.0000,0.00003,91.822,91.822,91.822
acorn-ef64,anticorr_q0470_tau0.01,anticorr,9899943,0.9000,0.00002,9.828,9.828,9.828
acorn-ef128,anticorr_q0470_tau0.01,anticorr,9899943,1.0000,0.00000,9.957,9.957,9.957
acorn-ef256,anticorr_q0470_tau0.01,anticorr,9899943,1.0000,0.00000,14.857,14.857,14.857
acorn-ef512,anticorr_q0470_tau0.01,anticorr,9899943,1.0000,0.00000,20.730,20.730,20.730
acorn-ef64,anticorr_q0470_tau0.03,anticorr,9899584,1.0000,0.00000,2.217,2.217,2.217
acorn-ef128,anticorr_q0470_tau0.03,anticorr,9899584,1.0000,0.00000,1.448,1.448,1.448
acorn-ef256,anticorr_q0470_tau0.03,anticorr,9899584,1.0000,0.00000,2.064,2.064,2.064
acorn-ef512,anticorr_q0470_tau0.03,anticorr,9899584,1.0000,0.00000,3.645,3.645,3.645
acorn-ef64,anticorr_q0475_tau0,anticorr,9900000,0.0000,0.00022,62.058,62.058,62.058
acorn-ef128,anticorr_q0475_tau0,anticorr,9900000,0.0000,0.00016,69.208,69.208,69.208
acorn-ef256,anticorr_q0475_tau0,anticorr,9900000,0.0000,0.00009,78.193,78.193,78.193
acorn-ef512,anticorr_q0475_tau0,anticorr,9900000,0.0000,0.00007,91.689,91.689,91.689
acorn-ef64,anticorr_q0475_tau0.01,anticorr,9899930,0.9000,0.00025,14.203,14.203,14.203
acorn-ef128,anticorr_q0475_tau0.01,anticorr,9899930,1.0000,0.00000,13.484,13.484,13.484
acorn-ef256,anticorr_q0475_tau0.01,anticorr,9899930,1.0000,0.00000,17.379,17.379,17.379
acorn-ef512,anticorr_q0475_tau0.01,anticorr,9899930,1.0000,0.00000,24.429,24.429,24.429
acorn-ef64,anticorr_q0475_tau0.03,anticorr,9900115,1.0000,0.00000,2.229,2.229,2.229
acorn-ef128,anticorr_q0475_tau0.03,anticorr,9900115,1.0000,0.00000,1.367,1.367,1.367
acorn-ef256,anticorr_q0475_tau0.03,anticorr,9900115,1.0000,0.00000,1.852,1.852,1.852
acorn-ef512,anticorr_q0475_tau0.03,anticorr,9900115,1.0000,0.00000,3.385,3.385,3.385
acorn-ef64,anticorr_q0479_tau0,anticorr,9900000,0.0000,0.00028,40.922,40.922,40.922
acorn-ef128,anticorr_q0479_tau0,anticorr,9900000,0.0000,0.00017,44.913,44.913,44.913
acorn-ef256,anticorr_q0479_tau0,anticorr,9900000,0.0000,0.00008,56.663,56.663,56.663
acorn-ef512,anticorr_q0479_tau0,anticorr,9900000,0.0000,0.00005,73.112,73.112,73.112
acorn-ef64,anticorr_q0479_tau0.01,anticorr,9900207,0.5000,0.00156,7.126,7.126,7.126
acorn-ef128,anticorr_q0479_tau0.01,anticorr,9900207,0.6000,0.00107,7.488,7.488,7.488
acorn-ef256,anticorr_q0479_tau0.01,anticorr,9900207,0.8000,0.00050,10.861,10.861,10.861
acorn-ef512,anticorr_q0479_tau0.01,anticorr,9900207,0.8000,0.00033,17.398,17.398,17.398
acorn-ef64,anticorr_q0479_tau0.03,anticorr,9899501,1.0000,0.00000,3.281,3.281,3.281
acorn-ef128,anticorr_q0479_tau0.03,anticorr,9899501,1.0000,0.00000,2.100,2.100,2.100
acorn-ef256,anticorr_q0479_tau0.03,anticorr,9899501,1.0000,0.00000,3.048,3.048,3.048
acorn-ef512,anticorr_q0479_tau0.03,anticorr,9899501,1.0000,0.00000,5.378,5.378,5.378
acorn-ef64,anticorr_q0506_tau0,anticorr,9900000,0.0000,0.00025,61.807,61.807,61.807
acorn-ef128,anticorr_q0506_tau0,anticorr,9900000,0.0000,0.00013,67.523,67.523,67.523
acorn-ef256,anticorr_q0506_tau0,anticorr,9900000,0.0000,0.00007,78.843,78.843,78.843
acorn-ef512,anticorr_q0506_tau0,anticorr,9900000,0.0000,0.00003,97.038,97.038,97.038
acorn-ef64,anticorr_q0506_tau0.01,anticorr,9899733,0.9000,0.00026,11.133,11.133,11.133
acorn-ef128,anticorr_q0506_tau0.01,anticorr,9899733,0.9000,0.00026,10.570,10.570,10.570
acorn-ef256,anticorr_q0506_tau0.01,anticorr,9899733,0.9000,0.00026,15.231,15.231,15.231
acorn-ef512,anticorr_q0506_tau0.01,anticorr,9899733,1.0000,0.00000,22.375,22.375,22.375
acorn-ef64,anticorr_q0506_tau0.03,anticorr,9899983,1.0000,0.00000,2.221,2.221,2.221
acorn-ef128,anticorr_q0506_tau0.03,anticorr,9899983,1.0000,0.00000,1.710,1.710,1.710
acorn-ef256,anticorr_q0506_tau0.03,anticorr,9899983,1.0000,0.00000,2.414,2.414,2.414
acorn-ef512,anticorr_q0506_tau0.03,anticorr,9899983,1.0000,0.00000,3.633,3.633,3.633
acorn-ef64,anticorr_q0517_tau0,anticorr,9900000,0.0000,0.00026,57.187,57.187,57.187
acorn-ef128,anticorr_q0517_tau0,anticorr,9900000,0.0000,0.00011,64.900,64.900,64.900
acorn-ef256,anticorr_q0517_tau0,anticorr,9900000,0.0000,0.00007,78.524,78.524,78.524
acorn-ef512,anticorr_q0517_tau0,anticorr,9900000,0.0000,0.00005,91.050,91.050,91.050
acorn-ef64,anticorr_q0517_tau0.01,anticorr,9900123,0.5000,0.00325,13.727,13.727,13.727
acorn-ef128,anticorr_q0517_tau0.01,anticorr,9900123,0.5000,0.00253,15.405,15.405,15.405
acorn-ef256,anticorr_q0517_tau0.01,anticorr,9900123,0.6000,0.00176,18.646,18.646,18.646
acorn-ef512,anticorr_q0517_tau0.01,anticorr,9900123,0.9000,0.00007,27.016,27.016,27.016
acorn-ef64,anticorr_q0517_tau0.03,anticorr,9899832,1.0000,0.00000,3.001,3.001,3.001
acorn-ef128,anticorr_q0517_tau0.03,anticorr,9899832,1.0000,0.00000,2.090,2.090,2.090
acorn-ef256,anticorr_q0517_tau0.03,anticorr,9899832,1.0000,0.00000,3.136,3.136,3.136
acorn-ef512,anticorr_q0517_tau0.03,anticorr,9899832,1.0000,0.00000,5.371,5.371,5.371
acorn-ef64,anticorr_q0523_tau0,anticorr,9900000,0.0000,0.00032,73.054,73.054,73.054
acorn-ef128,anticorr_q0523_tau0,anticorr,9900000,0.0000,0.00016,79.365,79.365,79.365
acorn-ef256,anticorr_q0523_tau0,anticorr,9900000,0.0000,0.00008,92.479,92.479,92.479
acorn-ef512,anticorr_q0523_tau0,anticorr,9900000,0.0000,0.00005,107.997,107.997,107.997
acorn-ef64,anticorr_q0523_tau0.01,anticorr,9899484,0.8000,0.00092,14.506,14.506,14.506
acorn-ef128,anticorr_q0523_tau0.01,anticorr,9899484,0.8000,0.00092,13.840,13.840,13.840
acorn-ef256,anticorr_q0523_tau0.01,anticorr,9899484,0.8000,0.00092,19.680,19.680,19.680
acorn-ef512,anticorr_q0523_tau0.01,anticorr,9899484,1.0000,0.00000,27.455,27.455,27.455
acorn-ef64,anticorr_q0523_tau0.03,anticorr,9899888,1.0000,0.00000,2.255,2.255,2.255
acorn-ef128,anticorr_q0523_tau0.03,anticorr,9899888,1.0000,0.00000,1.512,1.512,1.512
acorn-ef256,anticorr_q0523_tau0.03,anticorr,9899888,1.0000,0.00000,2.246,2.246,2.246
acorn-ef512,anticorr_q0523_tau0.03,anticorr,9899888,1.0000,0.00000,3.819,3.819,3.819
acorn-ef64,anticorr_q0552_tau0,anticorr,9900001,0.0000,0.00017,46.215,46.215,46.215
acorn-ef128,anticorr_q0552_tau0,anticorr,9900001,0.0000,0.00012,51.654,51.654,51.654
acorn-ef256,anticorr_q0552_tau0,anticorr,9900001,0.0000,0.00007,64.393,64.393,64.393
acorn-ef512,anticorr_q0552_tau0,anticorr,9900001,0.0000,0.00003,76.707,76.707,76.707
acorn-ef64,anticorr_q0552_tau0.01,anticorr,9899888,0.5000,0.00194,8.668,8.668,8.668
acorn-ef128,anticorr_q0552_tau0.01,anticorr,9899888,0.7000,0.00103,8.376,8.376,8.376
acorn-ef256,anticorr_q0552_tau0.01,anticorr,9899888,0.9000,0.00027,12.704,12.704,12.704
acorn-ef512,anticorr_q0552_tau0.01,anticorr,9899888,0.9000,0.00027,19.081,19.081,19.081
acorn-ef64,anticorr_q0552_tau0.03,anticorr,9899649,1.0000,0.00000,3.076,3.076,3.076
acorn-ef128,anticorr_q0552_tau0.03,anticorr,9899649,1.0000,0.00000,1.902,1.902,1.902
acorn-ef256,anticorr_q0552_tau0.03,anticorr,9899649,1.0000,0.00000,3.008,3.008,3.008
acorn-ef512,anticorr_q0552_tau0.03,anticorr,9899649,1.0000,0.00000,5.036,5.036,5.036
acorn-ef64,anticorr_q0591_tau0,anticorr,9900000,0.0000,0.00017,70.929,70.929,70.929
acorn-ef128,anticorr_q0591_tau0,anticorr,9900000,0.0000,0.00012,77.374,77.374,77.374
acorn-ef256,anticorr_q0591_tau0,anticorr,9900000,0.0000,0.00005,90.785,90.785,90.785
acorn-ef512,anticorr_q0591_tau0,anticorr,9900000,0.0000,0.00003,103.847,103.847,103.847
acorn-ef64,anticorr_q0591_tau0.01,anticorr,9900154,0.9000,0.00019,13.563,13.563,13.563
acorn-ef128,anticorr_q0591_tau0.01,anticorr,9900154,1.0000,0.00000,14.024,14.024,14.024
acorn-ef256,anticorr_q0591_tau0.01,anticorr,9900154,1.0000,0.00000,19.277,19.277,19.277
acorn-ef512,anticorr_q0591_tau0.01,anticorr,9900154,1.0000,0.00000,27.120,27.120,27.120
acorn-ef64,anticorr_q0591_tau0.03,anticorr,9900140,1.0000,0.00000,2.603,2.603,2.603
acorn-ef128,anticorr_q0591_tau0.03,anticorr,9900140,1.0000,0.00000,1.703,1.703,1.703
acorn-ef256,anticorr_q0591_tau0.03,anticorr,9900140,1.0000,0.00000,2.342,2.342,2.342
acorn-ef512,anticorr_q0591_tau0.03,anticorr,9900140,1.0000,0.00000,4.283,4.283,4.283
acorn-ef64,anticorr_q0593_tau0,anticorr,9900000,0.0000,0.00032,59.950,59.950,59.950
acorn-ef128,anticorr_q0593_tau0,anticorr,9900000,0.0000,0.00022,64.728,64.728,64.728
acorn-ef256,anticorr_q0593_tau0,anticorr,9900000,0.1000,0.00009,72.214,72.214,72.214
acorn-ef512,anticorr_q0593_tau0,anticorr,9900000,0.1000,0.00004,85.366,85.366,85.366
acorn-ef64,anticorr_q0593_tau0.01,anticorr,9900414,0.6000,0.00180,12.037,12.037,12.037
acorn-ef128,anticorr_q0593_tau0.01,anticorr,9900414,0.6000,0.00161,11.158,11.158,11.158
acorn-ef256,anticorr_q0593_tau0.01,anticorr,9900414,0.8000,0.00070,15.639,15.639,15.639
acorn-ef512,anticorr_q0593_tau0.01,anticorr,9900414,0.9000,0.00003,21.921,21.921,21.921
acorn-ef64,anticorr_q0593_tau0.03,anticorr,9900005,1.0000,0.00000,1.468,1.468,1.468
acorn-ef128,anticorr_q0593_tau0.03,anticorr,9900005,1.0000,0.00000,1.388,1.388,1.388
